,country,level_education,year,ratio_employment_to_population
24042,FRA,LESS_THAN_BASIC,2016,17.032
24043,FRA,BASIC,2016,20.166
24044,FRA,INTERMEDATE,2016,51.738
24045,FRA,ADVANCED,2016,71.441
24083,FRA,TOTAL,2015,46.53
24084,FRA,LESS_THAN_BASIC,2015,18.102
24085,FRA,BASIC,2015,21.099
24086,FRA,INTERMEDATE,2015,51.888
24087,FRA,ADVANCED,2015,71.376
24125,FRA,TOTAL,2014,46.465
24126,FRA,LESS_THAN_BASIC,2014,19.654
24127,FRA,BASIC,2014,21.909
24128,FRA,INTERMEDATE,2014,51.977
24129,FRA,ADVANCED,2014,71.379
24167,FRA,TOTAL,2013,46.664
24168,FRA,LESS_THAN_BASIC,2013,17.506
24169,FRA,BASIC,2013,22.951
24170,FRA,INTERMEDATE,2013,52.955
24171,FRA,ADVANCED,2013,70.399
24209,FRA,TOTAL,2012,46.367
24210,FRA,LESS_THAN_BASIC,2012,14.995
24211,FRA,BASIC,2012,23.93
24212,FRA,INTERMEDATE,2012,53.635
24213,FRA,ADVANCED,2012,70.775
24251,FRA,TOTAL,2011,46.283
24252,FRA,LESS_THAN_BASIC,2011,14.287
24253,FRA,BASIC,2011,24.594
24254,FRA,INTERMEDATE,2011,54.355
24255,FRA,ADVANCED,2011,69.504
24293,FRA,TOTAL,2010,46.412
24294,FRA,LESS_THAN_BASIC,2010,16.656
24295,FRA,BASIC,2010,24.673
24296,FRA,INTERMEDATE,2010,55.164
24297,FRA,ADVANCED,2010,69.963
24335,FRA,TOTAL,2009,46.55
24336,FRA,LESS_THAN_BASIC,2009,16.619
24337,FRA,BASIC,2009,24.821
24338,FRA,INTERMEDATE,2009,55.948
24339,FRA,ADVANCED,2009,70.202
24377,FRA,TOTAL,2008,46.922
24378,FRA,LESS_THAN_BASIC,2008,14.815
24379,FRA,BASIC,2008,25.29
24380,FRA,INTERMEDATE,2008,56.886
24381,FRA,ADVANCED,2008,71.815
24419,FRA,TOTAL,2007,46.402
24420,FRA,LESS_THAN_BASIC,2007,14.739
24421,FRA,BASIC,2007,26.262
24422,FRA,INTERMEDATE,2007,56.842
24423,FRA,ADVANCED,2007,68.804
24461,FRA,TOTAL,2006,45.546
24462,FRA,LESS_THAN_BASIC,2006,17.796
24463,FRA,BASIC,2006,26.266
24464,FRA,INTERMEDATE,2006,55.912
24465,FRA,ADVANCED,2006,67.798
24503,FRA,TOTAL,2005,45.403
24504,FRA,LESS_THAN_BASIC,2005,16.813
24505,FRA,BASIC,2005,26.385
24506,FRA,INTERMEDATE,2005,56.314
24507,FRA,ADVANCED,2005,68.051
24545,FRA,TOTAL,2004,45.189
24546,FRA,BASIC,2004,27.14
24547,FRA,INTERMEDATE,2004,56.528
24548,FRA,ADVANCED,2004,70.775
24575,FRA,TOTAL,2003,45.728
24576,FRA,BASIC,2003,27.44
24577,FRA,INTERMEDATE,2003,57.6
24578,FRA,ADVANCED,2003,71.997
24605,FRA,TOTAL,2002,44.257
24606,FRA,BASIC,2002,26.032
24607,FRA,INTERMEDATE,2002,56.926
24608,FRA,ADVANCED,2002,71.606
24638,FRA,TOTAL,2001,43.729
24639,FRA,BASIC,2001,25.864
24640,FRA,INTERMEDATE,2001,57.052
24641,FRA,ADVANCED,2001,71.051
24671,FRA,TOTAL,2000,43.091
24672,FRA,BASIC,2000,25.777
24673,FRA,INTERMEDATE,2000,56.545
24674,FRA,ADVANCED,2000,70.787
24706,FSM,TOTAL,2014,39.781
24707,FSM,LESS_THAN_BASIC,2014,15.621
24708,FSM,BASIC,2014,36.68
24709,FSM,INTERMEDATE,2014,44.204
24710,FSM,ADVANCED,2014,70.615
24748,GBR,TOTAL,2023,55.967
24749,GBR,LESS_THAN_BASIC,2023,39.885
24750,GBR,BASIC,2023,46.525
24751,GBR,INTERMEDATE,2023,64.089
24752,GBR,ADVANCED,2023,83.397
24790,GBR,TOTAL,2022,56.054
24791,GBR,LESS_THAN_BASIC,2022,43.608
24792,GBR,BASIC,2022,46.943
24793,GBR,INTERMEDATE,2022,64.843
24794,GBR,ADVANCED,2022,83.018
24832,GBR,TOTAL,2021,55.663
24833,GBR,LESS_THAN_BASIC,2021,32.927
24834,GBR,BASIC,2021,55.641
24835,GBR,INTERMEDATE,2021,68.873
24836,GBR,ADVANCED,2021,80.76
24874,GBR,TOTAL,2020,56.167
24875,GBR,LESS_THAN_BASIC,2020,31.876
24876,GBR,BASIC,2020,57.365
24877,GBR,INTERMEDATE,2020,70.06
24878,GBR,ADVANCED,2020,80.262
24916,GBR,TOTAL,2019,56.408
24917,GBR,LESS_THAN_BASIC,2019,33.159
24918,GBR,BASIC,2019,59.616
24919,GBR,INTERMEDATE,2019,70.469
24920,GBR,ADVANCED,2019,80.379
24958,GBR,TOTAL,2018,55.512
24959,GBR,LESS_THAN_BASIC,2018,33.604
24960,GBR,BASIC,2018,58.438
24961,GBR,INTERMEDATE,2018,69.478
24962,GBR,ADVANCED,2018,79.383
25000,GBR,TOTAL,2017,55.096
25001,GBR,LESS_THAN_BASIC,2017,32.051
25002,GBR,BASIC,2017,59.077
25003,GBR,INTERMEDATE,2017,69.4
25004,GBR,ADVANCED,2017,78.708
25042,GBR,TOTAL,2016,54.693
25043,GBR,LESS_THAN_BASIC,2016,31.108
25044,GBR,BASIC,2016,57.54
25045,GBR,INTERMEDATE,2016,68.601
25046,GBR,ADVANCED,2016,78.89
25084,GBR,TOTAL,2015,53.997
25085,GBR,LESS_THAN_BASIC,2015,30.311
25086,GBR,BASIC,2015,56.926
25087,GBR,INTERMEDATE,2015,68.271
25088,GBR,ADVANCED,2015,78.745
25126,GBR,TOTAL,2014,53.453
25127,GBR,LESS_THAN_BASIC,2014,29.586
25128,GBR,BASIC,2014,56.142
25129,GBR,INTERMEDATE,2014,68.121
25130,GBR,ADVANCED,2014,78.346
25168,GBR,TOTAL,2013,52.581
25169,GBR,LESS_THAN_BASIC,2013,27.717
25170,GBR,BASIC,2013,54.786
25171,GBR,INTERMEDATE,2013,68.166
25172,GBR,ADVANCED,2013,78.018
25210,GBR,TOTAL,2012,51.971
25211,GBR,LESS_THAN_BASIC,2012,27.201
25212,GBR,BASIC,2012,55.354
25213,GBR,INTERMEDATE,2012,68.197
25214,GBR,ADVANCED,2012,76.726
25252,GBR,TOTAL,2011,51.863
25253,GBR,LESS_THAN_BASIC,2011,31.21
25254,GBR,BASIC,2011,57.242
25255,GBR,INTERMEDATE,2011,68.974
25256,GBR,ADVANCED,2011,78.43
25294,GBR,TOTAL,2010,51.976
25295,GBR,LESS_THAN_BASIC,2010,27.951
25296,GBR,BASIC,2010,56.486
25297,GBR,INTERMEDATE,2010,68.769
25298,GBR,ADVANCED,2010,78.926
25336,GBR,TOTAL,2009,52.332
25337,GBR,LESS_THAN_BASIC,2009,29.356
25338,GBR,BASIC,2009,59.006
25339,GBR,INTERMEDATE,2009,69.702
25340,GBR,ADVANCED,2009,79.174
25378,GBR,TOTAL,2008,52.943
25379,GBR,LESS_THAN_BASIC,2008,29.681
25380,GBR,BASIC,2008,62.148
25381,GBR,INTERMEDATE,2008,71.859
25382,GBR,ADVANCED,2008,79.882
25420,GBR,TOTAL,2007,52.724
25421,GBR,LESS_THAN_BASIC,2007,72.735
25422,GBR,BASIC,2007,67.738
25423,GBR,INTERMEDATE,2007,74.633
25424,GBR,ADVANCED,2007,85.854
25462,GBR,TOTAL,2006,52.972
25463,GBR,LESS_THAN_BASIC,2006,76.39
25464,GBR,BASIC,2006,68.91
25465,GBR,INTERMEDATE,2006,74.772
25466,GBR,ADVANCED,2006,85.944
25504,GBR,TOTAL,2005,52.845
25505,GBR,LESS_THAN_BASIC,2005,47.45
25506,GBR,BASIC,2005,69.438
25507,GBR,INTERMEDATE,2005,74.746
25508,GBR,ADVANCED,2005,85.916
25546,GBR,TOTAL,2004,52.63
25547,GBR,BASIC,2004,58.321
25548,GBR,INTERMEDATE,2004,72.764
25549,GBR,ADVANCED,2004,85.721
25581,GBR,TOTAL,2003,52.335
25582,GBR,BASIC,2003,58.587
25583,GBR,INTERMEDATE,2003,74.39
25584,GBR,ADVANCED,2003,85.522
25616,GBR,TOTAL,2002,52.255
25617,GBR,BASIC,2002,58.856
25618,GBR,INTERMEDATE,2002,73.956
25619,GBR,ADVANCED,2002,85.779
25651,GBR,TOTAL,2001,51.855
25652,GBR,BASIC,2001,59.24
25653,GBR,INTERMEDATE,2001,74.02
25654,GBR,ADVANCED,2001,85.311
25686,GBR,TOTAL,2000,51.558
25687,GBR,BASIC,2000,59.191
25688,GBR,INTERMEDATE,2000,74.232
25689,GBR,ADVANCED,2000,85.079
25721,GEO,TOTAL,2020,49.386
25722,GEO,LESS_THAN_BASIC,2020,18.155
25723,GEO,BASIC,2020,26.315
25724,GEO,INTERMEDATE,2020,49.077
25725,GEO,ADVANCED,2020,58.28
25756,GEO,TOTAL,2019,48.992
25757,GEO,LESS_THAN_BASIC,2019,18.922
25758,GEO,BASIC,2019,26.634
25759,GEO,INTERMEDATE,2019,48.544
25760,GEO,ADVANCED,2019,58.328
25791,GEO,TOTAL,2018,49.335
25792,GEO,LESS_THAN_BASIC,2018,23.83
25793,GEO,BASIC,2018,28.935
25794,GEO,INTERMEDATE,2018,48.559
25795,GEO,ADVANCED,2018,58.3
25826,GEO,TOTAL,2017,50.787
25827,GEO,LESS_THAN_BASIC,2017,33.689
25828,GEO,BASIC,2017,35.662
25829,GEO,INTERMEDATE,2017,50.397
25830,GEO,ADVANCED,2017,57.073
25861,GEO,TOTAL,2016,50.574
25862,GEO,LESS_THAN_BASIC,2016,23.463
25863,GEO,BASIC,2016,24.807
25864,GEO,INTERMEDATE,2016,51.406
25865,GEO,ADVANCED,2016,57.032
25896,GEO,TOTAL,2015,50.747
25897,GEO,LESS_THAN_BASIC,2015,25.288
25898,GEO,BASIC,2015,27.747
25899,GEO,INTERMEDATE,2015,52.667
25900,GEO,ADVANCED,2015,54.828
25931,GEO,TOTAL,2014,49.045
25932,GEO,LESS_THAN_BASIC,2014,35.965
25933,GEO,BASIC,2014,28.529
25934,GEO,INTERMEDATE,2014,50.393
25935,GEO,ADVANCED,2014,54.175
25966,GEO,TOTAL,2013,47.319
25967,GEO,LESS_THAN_BASIC,2013,34.661
25968,GEO,BASIC,2013,27.031
25969,GEO,INTERMEDATE,2013,49.369
25970,GEO,ADVANCED,2013,51.514
26001,GEO,TOTAL,2012,46.865
26002,GEO,LESS_THAN_BASIC,2012,46.714
26003,GEO,BASIC,2012,26.433
26004,GEO,INTERMEDATE,2012,48.705
26005,GEO,ADVANCED,2012,50.997
26038,GEO,TOTAL,2011,46.467
26039,GEO,LESS_THAN_BASIC,2011,47.289
26040,GEO,BASIC,2011,27.266
26041,GEO,INTERMEDATE,2011,48.38
26042,GEO,ADVANCED,2011,50.787
26073,GEO,TOTAL,2010,46.01
26074,GEO,LESS_THAN_BASIC,2010,29.329
26075,GEO,BASIC,2010,45.567
26076,GEO,INTERMEDATE,2010,51.021
26103,GEO,TOTAL,2009,44.225
26104,GEO,LESS_THAN_BASIC,2009,31.518
26105,GEO,BASIC,2009,43.125
26106,GEO,INTERMEDATE,2009,49.002
26133,GHA,TOTAL,2022,59.874
26134,GHA,LESS_THAN_BASIC,2022,65.674
26135,GHA,BASIC,2022,57.525
26136,GHA,INTERMEDATE,2022,57.382
26137,GHA,ADVANCED,2022,50.836
26175,GHA,TOTAL,2017,67.072
26176,GHA,LESS_THAN_BASIC,2017,74.91
26177,GHA,BASIC,2017,72.101
26178,GHA,INTERMEDATE,2017,51.353
26179,GHA,ADVANCED,2017,59.551
26217,GHA,TOTAL,2015,61.195
26218,GHA,LESS_THAN_BASIC,2015,61.135
26219,GHA,BASIC,2015,62.327
26220,GHA,INTERMEDATE,2015,54.401
26221,GHA,ADVANCED,2015,75.528
26252,GHA,TOTAL,2013,71.97
26253,GHA,LESS_THAN_BASIC,2013,78.972
26254,GHA,BASIC,2013,70.943
26255,GHA,INTERMEDATE,2013,58.942
26256,GHA,ADVANCED,2013,72.127
26292,GHA,TOTAL,2010,65.4
26293,GHA,LESS_THAN_BASIC,2010,72.141
26294,GHA,BASIC,2010,61.294
26295,GHA,INTERMEDATE,2010,50.824
26296,GHA,ADVANCED,2010,67.031
26327,GHA,TOTAL,2006,65.589
26328,GHA,LESS_THAN_BASIC,2006,73.903
26329,GHA,BASIC,2006,60.659
26330,GHA,INTERMEDATE,2006,50.459
26331,GHA,ADVANCED,2006,80.824
26369,GHA,TOTAL,2000,64.84
26370,GHA,LESS_THAN_BASIC,2000,69.72
26371,GHA,BASIC,2000,59.634
26372,GHA,INTERMEDATE,2000,62.367
26373,GHA,ADVANCED,2000,56.064
26407,GIN,TOTAL,2019,40.701
26408,GIN,LESS_THAN_BASIC,2019,38.87
26409,GIN,BASIC,2019,28.652
26410,GIN,INTERMEDATE,2019,20.157
26411,GIN,ADVANCED,2019,56.034
26449,GIN,TOTAL,2002,60.579
26450,GIN,LESS_THAN_BASIC,2002,63.997
26451,GIN,BASIC,2002,27.954
26452,GIN,INTERMEDATE,2002,31.493
26453,GIN,ADVANCED,2002,53.623
26490,GMB,TOTAL,2023,42.74
26491,GMB,LESS_THAN_BASIC,2023,47.651
26492,GMB,BASIC,2023,41.565
26493,GMB,INTERMEDATE,2023,34.397
26494,GMB,ADVANCED,2023,48.608
26532,GMB,TOTAL,2018,54.41
26533,GMB,LESS_THAN_BASIC,2018,61.701
26534,GMB,BASIC,2018,47.005
26535,GMB,INTERMEDATE,2018,44.172
26536,GMB,ADVANCED,2018,67.067
26574,GMB,TOTAL,2012,44.077
26575,GMB,LESS_THAN_BASIC,2012,48.016
26576,GMB,BASIC,2012,34.032
26577,GMB,INTERMEDATE,2012,45.082
26578,GMB,ADVANCED,2012,59.558
26616,GNB,TOTAL,2022,58.688
26617,GNB,LESS_THAN_BASIC,2022,68.13
26618,GNB,BASIC,2022,49.264
26619,GNB,INTERMEDATE,2022,44.459
26620,GNB,ADVANCED,2022,70.558
26658,GNB,TOTAL,2019,58.767
26659,GNB,LESS_THAN_BASIC,2019,64.656
26660,GNB,BASIC,2019,50.898
26661,GNB,INTERMEDATE,2019,42.974
26662,GNB,ADVANCED,2019,64.081
26693,GNB,TOTAL,2018,55.02
26694,GNB,LESS_THAN_BASIC,2018,49.814
26695,GNB,BASIC,2018,59.206
26696,GNB,INTERMEDATE,2018,72.054
26697,GNB,ADVANCED,2018,84.705
26735,GRC,TOTAL,2023,38.445
26736,GRC,LESS_THAN_BASIC,2023,2.682
26737,GRC,BASIC,2023,16.17
26738,GRC,INTERMEDATE,2023,40.922
26739,GRC,ADVANCED,2023,67.511
26764,GRC,TOTAL,2022,37.349
26765,GRC,LESS_THAN_BASIC,2022,2.304
26766,GRC,BASIC,2022,15.505
26767,GRC,INTERMEDATE,2022,39.206
26768,GRC,ADVANCED,2022,66.614
26799,GRC,TOTAL,2021,35.314
26800,GRC,LESS_THAN_BASIC,2021,1.241
26801,GRC,BASIC,2021,15.259
26802,GRC,INTERMEDATE,2021,37.661
26803,GRC,ADVANCED,2021,63.521
26834,GRC,TOTAL,2020,35.007
26835,GRC,LESS_THAN_BASIC,2020,1.024
26836,GRC,BASIC,2020,14.716
26837,GRC,INTERMEDATE,2020,38.298
26838,GRC,ADVANCED,2020,63.545
26869,GRC,TOTAL,2019,34.556
26870,GRC,LESS_THAN_BASIC,2019,1.289
26871,GRC,BASIC,2019,15.708
26872,GRC,INTERMEDATE,2019,38.11
26873,GRC,ADVANCED,2019,62.963
26904,GRC,TOTAL,2018,33.226
26905,GRC,LESS_THAN_BASIC,2018,1.584
26906,GRC,BASIC,2018,15.913
26907,GRC,INTERMEDATE,2018,36.492
26908,GRC,ADVANCED,2018,61.438
26939,GRC,TOTAL,2017,32.702
26940,GRC,LESS_THAN_BASIC,2017,2.167
26941,GRC,BASIC,2017,16.266
26942,GRC,INTERMEDATE,2017,36.215
26943,GRC,ADVANCED,2017,59.965
26974,GRC,TOTAL,2016,31.968
26975,GRC,LESS_THAN_BASIC,2016,2.03
26976,GRC,BASIC,2016,16.317
26977,GRC,INTERMEDATE,2016,35.304
26978,GRC,ADVANCED,2016,59.45
27009,GRC,TOTAL,2015,31.461
27010,GRC,LESS_THAN_BASIC,2015,2.446
27011,GRC,BASIC,2015,17.043
27012,GRC,INTERMEDATE,2015,34.768
27013,GRC,ADVANCED,2015,58.953
27044,GRC,TOTAL,2014,30.411
27045,GRC,LESS_THAN_BASIC,2014,2.116
27046,GRC,BASIC,2014,16.727
27047,GRC,INTERMEDATE,2014,33.444
27048,GRC,ADVANCED,2014,57.997
27086,GRC,TOTAL,2013,29.633
27087,GRC,LESS_THAN_BASIC,2013,1.879
27088,GRC,BASIC,2013,16.619
27089,GRC,INTERMEDATE,2013,32.726
27090,GRC,ADVANCED,2013,57.612
27128,GRC,TOTAL,2012,31.111
27129,GRC,LESS_THAN_BASIC,2012,2.229
27130,GRC,BASIC,2012,17.516
27131,GRC,INTERMEDATE,2012,35.414
27132,GRC,ADVANCED,2012,59.962
27170,GRC,TOTAL,2011,33.9
27171,GRC,LESS_THAN_BASIC,2011,3.224
27172,GRC,BASIC,2011,20.255
27173,GRC,INTERMEDATE,2011,39.228
27174,GRC,ADVANCED,2011,64.127
27212,GRC,TOTAL,2010,36.358
27213,GRC,LESS_THAN_BASIC,2010,3.502
27214,GRC,BASIC,2010,22.164
27215,GRC,INTERMEDATE,2010,42.989
27216,GRC,ADVANCED,2010,69.226
27254,GRC,TOTAL,2009,37.185
27255,GRC,LESS_THAN_BASIC,2009,3.693
27256,GRC,BASIC,2009,22.611
27257,GRC,INTERMEDATE,2009,44.833
27258,GRC,ADVANCED,2009,72.479
27296,GRC,TOTAL,2008,37.056
27297,GRC,LESS_THAN_BASIC,2008,3.996
27298,GRC,BASIC,2008,22.172
27299,GRC,INTERMEDATE,2008,45.191
27300,GRC,ADVANCED,2008,72.607
27338,GRC,TOTAL,2007,36.334
27339,GRC,LESS_THAN_BASIC,2007,4.391
27340,GRC,BASIC,2007,22.342
27341,GRC,INTERMEDATE,2007,44.638
27342,GRC,ADVANCED,2007,71.877
27380,GRC,TOTAL,2006,36.077
27381,GRC,LESS_THAN_BASIC,2006,4.794
27382,GRC,BASIC,2006,22.439
27383,GRC,INTERMEDATE,2006,44.388
27384,GRC,ADVANCED,2006,72.369
27422,GRC,TOTAL,2005,34.97
27423,GRC,LESS_THAN_BASIC,2005,4.695
27424,GRC,BASIC,2005,22.668
27425,GRC,INTERMEDATE,2005,43.311
27426,GRC,ADVANCED,2005,70.479
27464,GRC,TOTAL,2004,34.446
27465,GRC,LESS_THAN_BASIC,2004,5.321
27466,GRC,BASIC,2004,22.226
27467,GRC,INTERMEDATE,2004,43.604
27468,GRC,ADVANCED,2004,69.501
27506,GRC,TOTAL,2003,33.913
27507,GRC,LESS_THAN_BASIC,2003,6.962
27508,GRC,BASIC,2003,23.917
27509,GRC,INTERMEDATE,2003,41.523
27510,GRC,ADVANCED,2003,70.765
27548,GRC,TOTAL,2002,33.187
27549,GRC,LESS_THAN_BASIC,2002,6.743
27550,GRC,BASIC,2002,24.342
27551,GRC,INTERMEDATE,2002,40.398
27552,GRC,ADVANCED,2002,70.362
27590,GRC,TOTAL,2001,32.657
27591,GRC,LESS_THAN_BASIC,2001,7.104
27592,GRC,BASIC,2001,24.119
27593,GRC,INTERMEDATE,2001,40.647
27594,GRC,ADVANCED,2001,69.762
27631,GRC,TOTAL,2000,32.926
27632,GRC,LESS_THAN_BASIC,2000,8.73
27633,GRC,BASIC,2000,24.98
27634,GRC,INTERMEDATE,2000,40.313
27635,GRC,ADVANCED,2000,70.288
27672,GRD,TOTAL,2020,38.885
27673,GRD,LESS_THAN_BASIC,2020,-1.0
27674,GRD,BASIC,2020,26.978
27675,GRD,INTERMEDATE,2020,44.118
27676,GRD,ADVANCED,2020,59.234
27711,GRD,TOTAL,2019,50.83
27712,GRD,LESS_THAN_BASIC,2019,-1.0
27713,GRD,BASIC,2019,35.053
27714,GRD,INTERMEDATE,2019,62.244
27715,GRD,ADVANCED,2019,69.324
27749,GRD,TOTAL,2018,46.583
27750,GRD,LESS_THAN_BASIC,2018,-1.0
27751,GRD,BASIC,2018,32.393
27752,GRD,INTERMEDATE,2018,57.171
27753,GRD,ADVANCED,2018,62.681
27784,GTM,TOTAL,2023,50.783
27785,GTM,LESS_THAN_BASIC,2023,46.97
27786,GTM,BASIC,2023,49.159
27787,GTM,INTERMEDATE,2023,62.831
27788,GTM,ADVANCED,2023,77.628
27819,GTM,TOTAL,2022,39.641
27820,GTM,LESS_THAN_BASIC,2022,31.762
27821,GTM,BASIC,2022,38.89
27822,GTM,INTERMEDATE,2022,52.266
27823,GTM,ADVANCED,2022,72.528
27854,GTM,TOTAL,2021,41.98
27855,GTM,LESS_THAN_BASIC,2021,36.374
27856,GTM,BASIC,2021,39.918
27857,GTM,INTERMEDATE,2021,61.281
27858,GTM,ADVANCED,2021,75.302
27889,GTM,TOTAL,2019,36.734
27890,GTM,LESS_THAN_BASIC,2019,29.601
27891,GTM,BASIC,2019,35.752
27892,GTM,INTERMEDATE,2019,55.488
27893,GTM,ADVANCED,2019,74.058
27927,GTM,TOTAL,2018,38.007
27928,GTM,LESS_THAN_BASIC,2018,31.351
27929,GTM,BASIC,2018,37.674
27930,GTM,INTERMEDATE,2018,57.671
27931,GTM,ADVANCED,2018,73.434
27968,GTM,TOTAL,2017,37.827
27969,GTM,LESS_THAN_BASIC,2017,31.581
27970,GTM,BASIC,2017,37.521
27971,GTM,INTERMEDATE,2017,55.743
27972,GTM,ADVANCED,2017,71.179
28003,GTM,TOTAL,2016,38.697
28004,GTM,LESS_THAN_BASIC,2016,32.005
28005,GTM,BASIC,2016,38.655
28006,GTM,INTERMEDATE,2016,56.392
28007,GTM,ADVANCED,2016,73.105
28038,GTM,TOTAL,2015,37.489
28039,GTM,LESS_THAN_BASIC,2015,30.288
28040,GTM,BASIC,2015,36.869
28041,GTM,INTERMEDATE,2015,59.422
28042,GTM,ADVANCED,2015,79.686
28076,GTM,TOTAL,2014,39.203
28077,GTM,LESS_THAN_BASIC,2014,32.483
28078,GTM,BASIC,2014,38.57
28079,GTM,INTERMEDATE,2014,58.302
28080,GTM,ADVANCED,2014,67.656
28118,GTM,TOTAL,2013,38.856
28119,GTM,LESS_THAN_BASIC,2013,33.112
28120,GTM,BASIC,2013,36.675
28121,GTM,INTERMEDATE,2013,61.31
28122,GTM,ADVANCED,2013,79.734
28153,GTM,TOTAL,2012,43.985
28154,GTM,LESS_THAN_BASIC,2012,39.054
28155,GTM,BASIC,2012,47.258
28156,GTM,INTERMEDATE,2012,65.075
28157,GTM,ADVANCED,2012,72.693
28188,GTM,TOTAL,2011,37.603
28189,GTM,LESS_THAN_BASIC,2011,32.197
28190,GTM,BASIC,2011,41.64
28191,GTM,INTERMEDATE,2011,57.409
28192,GTM,ADVANCED,2011,72.494
28225,GTM,TOTAL,2010,40.381
28226,GTM,LESS_THAN_BASIC,2010,37.826
28227,GTM,BASIC,2010,37.06
28228,GTM,INTERMEDATE,2010,67.076
28229,GTM,ADVANCED,2010,78.956
28264,GTM,TOTAL,2006,46.248
28265,GTM,LESS_THAN_BASIC,2006,42.227
28266,GTM,BASIC,2006,45.977
28267,GTM,INTERMEDATE,2006,67.297
28268,GTM,ADVANCED,2006,74.609
28299,GTM,TOTAL,2004,41.014
28300,GTM,LESS_THAN_BASIC,2004,36.547
28301,GTM,BASIC,2004,47.615
28302,GTM,INTERMEDATE,2004,67.051
28303,GTM,ADVANCED,2004,66.236
28340,GTM,TOTAL,2003,46.675
28341,GTM,LESS_THAN_BASIC,2003,44.002
28342,GTM,BASIC,2003,45.808
28343,GTM,INTERMEDATE,2003,65.492
28344,GTM,ADVANCED,2003,72.972
28382,GUY,TOTAL,2019,34.267
28383,GUY,LESS_THAN_BASIC,2019,24.924
28384,GUY,BASIC,2019,29.2
28385,GUY,INTERMEDATE,2019,45.916
28386,GUY,ADVANCED,2019,72.792
28424,GUY,TOTAL,2018,36.48
28425,GUY,LESS_THAN_BASIC,2018,28.361
28426,GUY,BASIC,2018,31.639
28427,GUY,INTERMEDATE,2018,46.945
28428,GUY,ADVANCED,2018,75.755
28466,HKG,TOTAL,2023,50.978
28467,HKG,BASIC,2023,29.852
28468,HKG,INTERMEDATE,2023,56.911
28469,HKG,ADVANCED,2023,69.539
28494,HKG,TOTAL,2022,51.047
28495,HKG,BASIC,2022,29.544
28496,HKG,INTERMEDATE,2022,57.32
28497,HKG,ADVANCED,2022,70.927
28522,HKG,TOTAL,2021,51.898
28523,HKG,BASIC,2021,30.37
28524,HKG,INTERMEDATE,2021,58.15
28525,HKG,ADVANCED,2021,71.908
28550,HKG,TOTAL,2020,51.753
28551,HKG,BASIC,2020,30.46
28552,HKG,INTERMEDATE,2020,58.055
28553,HKG,ADVANCED,2020,71.458
28578,HKG,TOTAL,2019,53.809
28579,HKG,BASIC,2019,32.371
28580,HKG,INTERMEDATE,2019,61.397
28581,HKG,ADVANCED,2019,72.019
28606,HKG,TOTAL,2018,53.914
28607,HKG,BASIC,2018,31.845
28608,HKG,INTERMEDATE,2018,62.036
28609,HKG,ADVANCED,2018,71.933
28634,HKG,TOTAL,2017,53.581
28635,HKG,BASIC,2017,31.881
28636,HKG,INTERMEDATE,2017,61.569
28637,HKG,ADVANCED,2017,72.034
28662,HKG,TOTAL,2016,53.108
28663,HKG,BASIC,2016,32.08
28664,HKG,INTERMEDATE,2016,61.19
28665,HKG,ADVANCED,2016,70.962
28690,HKG,TOTAL,2015,52.996
28691,HKG,BASIC,2015,32.209
28692,HKG,INTERMEDATE,2015,61.659
28693,HKG,ADVANCED,2015,70.644
28718,HKG,TOTAL,2014,52.904
28719,HKG,BASIC,2014,32.605
28720,HKG,INTERMEDATE,2014,61.721
28721,HKG,ADVANCED,2014,70.657
28746,HKG,TOTAL,2013,52.869
28747,HKG,BASIC,2013,32.739
28748,HKG,INTERMEDATE,2013,61.595
28749,HKG,ADVANCED,2013,71.425
28774,HKG,TOTAL,2012,52.065
28775,HKG,BASIC,2012,32.208
28776,HKG,INTERMEDATE,2012,60.702
28777,HKG,ADVANCED,2012,71.681
28802,HKG,TOTAL,2011,51.471
28803,HKG,BASIC,2011,31.89
28804,HKG,INTERMEDATE,2011,59.937
28805,HKG,ADVANCED,2011,72.81
28830,HKG,TOTAL,2010,50.092
28831,HKG,BASIC,2010,31.031
28832,HKG,INTERMEDATE,2010,59.446
28833,HKG,ADVANCED,2010,70.397
28858,HND,TOTAL,2023,36.843
28859,HND,LESS_THAN_BASIC,2023,26.603
28860,HND,BASIC,2023,35.062
28861,HND,INTERMEDATE,2023,51.589
28862,HND,ADVANCED,2023,85.266
28900,HND,TOTAL,2022,38.947
28901,HND,LESS_THAN_BASIC,2022,26.825
28902,HND,BASIC,2022,41.554
28903,HND,INTERMEDATE,2022,49.926
28904,HND,ADVANCED,2022,65.663
28942,HND,TOTAL,2021,43.507
28943,HND,LESS_THAN_BASIC,2021,32.431
28944,HND,BASIC,2021,45.916
28945,HND,INTERMEDATE,2021,59.99
28946,HND,ADVANCED,2021,76.591
28984,HND,TOTAL,2019,41.798
28985,HND,LESS_THAN_BASIC,2019,32.434
28986,HND,BASIC,2019,38.538
28987,HND,INTERMEDATE,2019,52.087
28988,HND,ADVANCED,2019,75.134
29026,HND,TOTAL,2018,47.102
29027,HND,LESS_THAN_BASIC,2018,39.345
29028,HND,BASIC,2018,44.812
29029,HND,INTERMEDATE,2018,57.119
29030,HND,ADVANCED,2018,75.743
29068,HND,TOTAL,2017,43.096
29069,HND,LESS_THAN_BASIC,2017,35.446
29070,HND,BASIC,2017,41.925
